dataset,image_path,text
khatt,c:\Users\riadh\Desktop\ocr\project\data\khatt\images\train_00481.png,محل مجلس القبائل ويشرف على تطبيق القوانين على الأرض وإقرارها كما @ أن من
khatt,c:\Users\riadh\Desktop\ocr\project\data\khatt\images\train_00482.png,حقه أيضا إصدار العفو عن المحكوم عليهم وكان هذا العفو كليا أو جزئياً .
khatt,c:\Users\riadh\Desktop\ocr\project\data\khatt\images\train_00483.png,القرآن اعتبر جميع الدول اليمنية من معينية وسبئية وحميرية
khatt,c:\Users\riadh\Desktop\ocr\project\data\khatt\images\train_00484.png,فحتى لا يأخذنا الاسترسال نعود لسد الأجداد ، فأستمر السد يروي
khatt,c:\Users\riadh\Desktop\ocr\project\data\khatt\images\train_00485.png,المزارع المترامية الأطراف حتى أنها من السعة وكثرة السكان قيل
khatt,c:\Users\riadh\Desktop\ocr\project\data\khatt\images\train_00486.png,أنه ولد مولود للملك في مدينة مأرب فوصل الخبر إلى حضر موت
khatt,c:\Users\riadh\Desktop\ocr\project\data\khatt\images\train_00487.png,في نفس اللحظة ذلك أن كل واحد يقول لمن بجواره من المزارعين ، وهكذا
khatt,c:\Users\riadh\Desktop\ocr\project\data\khatt\images\train_00488.png,ينتقل الخبر بسرعة
khatt,c:\Users\riadh\Desktop\ocr\project\data\khatt\images\train_00489.png,لتصريف أي كمية زائدة من المياه حتى لا يرتفع منسوب المياه
khatt,c:\Users\riadh\Desktop\ocr\project\data\khatt\images\train_00490.png,الأخشاب تنزلق في فتحتين في جانب كل بوابة . واستمرت تلك الحضارة إلى ماء شاء الله فلما
khatt,c:\Users\riadh\Desktop\ocr\project\data\khatt\images\train_00491.png,تطاولت الأيام على سد مأرب امتدت إليه يد البلاء فتصدعت جوانبه وفاضت المياه على ما أمامها
khatt,c:\Users\riadh\Desktop\ocr\project\data\khatt\images\train_00492.png,وتتجه شمال القارة الأفريقية طبعا هذه المحاضرة أثارت اهتمام
khatt,c:\Users\riadh\Desktop\ocr\project\data\khatt\images\train_00493.png,كان لدولتي سبأ وحمير حضارة عظيمة وتقدموا تقدما
khatt,c:\Users\riadh\Desktop\ocr\project\data\khatt\images\train_00494.png,ملموساً في الطرق الري وعمارة السدود والقناطر ورسخت
khatt,c:\Users\riadh\Desktop\ocr\project\data\khatt\images\train_00495.png,أقدامهم في مختلف الصناعات والهندسة والفنون ، كما
khatt,c:\Users\riadh\Desktop\ocr\project\data\khatt\images\train_00496.png,يشهد بذلك ما كان لملوكهم من المسكوكات الذهبية و
khatt,c:\Users\riadh\Desktop\ocr\project\data\khatt\images\train_00497.png,الفضية والنحاسية ، والبرونز وما نقشوه عليها من
khatt,c:\Users\riadh\Desktop\ocr\project\data\khatt\images\train_00498.png,النقوش المحكمة التي تدل على براعة  في فن الزخرفة
khatt,c:\Users\riadh\Desktop\ocr\project\data\khatt\images\train_00499.png,والتصوير
khatt,c:\Users\riadh\Desktop\ocr\project\data\khatt\images\train_00500.png,وما خلفوه من التماثيل العجيبة التي صنعوها من المعادن
khatt,c:\Users\riadh\Desktop\ocr\project\data\khatt\images\train_00501.png,الأحجار والبرونز وما كتبوه عليها بالقلم المسند وما تشهده
khatt,c:\Users\riadh\Desktop\ocr\project\data\khatt\images\train_00502.png,به آثارهم من المباني الضخمة وما نحتوه من الجبال ،
khatt,c:\Users\riadh\Desktop\ocr\project\data\khatt\images\train_00503.png,ذلك العهد الزاهر
khatt,c:\Users\riadh\Desktop\ocr\project\data\khatt\images\train_00504.png,وفي ذلك العهد الزاهر تم بناء السد الشهير وتفننوا في شبكة الري
khatt,c:\Users\riadh\Desktop\ocr\project\data\khatt\images\train_00505.png,التي تفيض المياه إليها من السد يمين وشمال ، وقد وصف القرآن
khatt,c:\Users\riadh\Desktop\ocr\project\data\khatt\images\train_00506.png,غفور)) إلى آخر التصوير الرباني .
khatt,c:\Users\riadh\Desktop\ocr\project\data\khatt\images\train_00507.png,علما بأن القرآن اعتبر جميع الدول اليمنية من معينية وسبئية وحميرية
khatt,c:\Users\riadh\Desktop\ocr\project\data\khatt\images\train_00508.png,ومحاور ملكة سبأ مع سليمان .
khatt,c:\Users\riadh\Desktop\ocr\project\data\khatt\images\train_00509.png,ويميز الكتاب بين نوعين من الإدارة العامة هما الإدارة المركزية والإدارة اللا مركزية،
khatt,c:\Users\riadh\Desktop\ocr\project\data\khatt\images\train_00510.png,ويتركز هذا التمييز أساساً على العلاقة بين السلطات الإدارية ، حيث تكون هذه
khatt,c:\Users\riadh\Desktop\ocr\project\data\khatt\images\train_00511.png,العلاقة خضوع تام من قبل السلطات الإدارية العليا والتي ليس بالضرورة أن تتمثل
khatt,c:\Users\riadh\Desktop\ocr\project\data\khatt\images\train_00512.png,في فرد واحد أو هيئة واحدة ... أما في حالة الإدارة اللا مركزية
khatt,c:\Users\riadh\Desktop\ocr\project\data\khatt\images\train_00513.png,ونظراً للإستحالة العلمية في أن تقوم السلطات المركزية لوحدها بكل
khatt,c:\Users\riadh\Desktop\ocr\project\data\khatt\images\train_00514.png,مهامها وفي كل أقليمها القريبة والنائية فإن هذه السلطات تلجأ إلى
khatt,c:\Users\riadh\Desktop\ocr\project\data\khatt\images\train_00515.png,خلق أجهزة مرفقية ومحلية تساعدها في  إدارة شئوونها في مختلف الأقاليم....
khatt,c:\Users\riadh\Desktop\ocr\project\data\khatt\images\train_00516.png,وعندما يكون لهذه الأجهزة المحلية قدر من الإستقلالية في إدارة مهامها
khatt,c:\Users\riadh\Desktop\ocr\project\data\khatt\images\train_00517.png,ينشأ ما يعرف بالإدارة المحلية.
khatt,c:\Users\riadh\Desktop\ocr\project\data\khatt\images\train_00518.png,وبينما يميل البعض إلى عدم التمييز ما بين الإدارة المحلية و الحكم المحلي أو
khatt,c:\Users\riadh\Desktop\ocr\project\data\khatt\images\train_00519.png,الإدارة المحلية والإدارة اللا مركزية يميل البعض الآخر إلى التمييز ما بين
khatt,c:\Users\riadh\Desktop\ocr\project\data\khatt\images\train_00520.png,ويميز ما بين الإدارة المحلية والإدراة اللا مركزية استناداً إلى أن الإدارة المحلية
khatt,c:\Users\riadh\Desktop\ocr\project\data\khatt\images\train_00521.png,يمكن ان توجد في كلا النظامين المركزي واللا مركزي وإن كانت تبدو
khatt,c:\Users\riadh\Desktop\ocr\project\data\khatt\images\train_00522.png,أكثر إكتمالاً في النظام اللامركزي. وإذا ما اتفقا على هذه التعريفات
khatt,c:\Users\riadh\Desktop\ocr\project\data\khatt\images\train_00523.png,الاصطلاحية  التي تربط الإدارة المحلية بفكرة توزيع السلطات ما بين
khatt,c:\Users\riadh\Desktop\ocr\project\data\khatt\images\train_00524.png,الأجهزة المركزية والمحلية فإنه لابد من التسليم
khatt,c:\Users\riadh\Desktop\ocr\project\data\khatt\images\train_00525.png,لا شك أن إهتمام الدول بالإدارة المحلية يعزي بالدرجة الأولى
khatt,c:\Users\riadh\Desktop\ocr\project\data\khatt\images\train_00526.png,إلى إداركها للأفضلية التي تتميز بها الإدارة المحلية عن الإدارة المركزية
khatt,c:\Users\riadh\Desktop\ocr\project\data\khatt\images\train_00527.png,من حيث فاعليتها المشهودة في تحقيق الأغراض
khatt,c:\Users\riadh\Desktop\ocr\project\data\khatt\images\train_00528.png,غير أن النظرة الاكثر عمقاً يمكن أن تكشف لنا أصالة الإدارة المحلية - ليس فقط
khatt,c:\Users\riadh\Desktop\ocr\project\data\khatt\images\train_00529.png,تاريخياً
khatt,c:\Users\riadh\Desktop\ocr\project\data\khatt\images\train_00530.png,"ما يتعلق بين الناس بعضهم ببعض, وهو المعروف بالمعاملات, وهذا بعضه ذو"
khatt,c:\Users\riadh\Desktop\ocr\project\data\khatt\images\train_00531.png,"طابع اجتهادي,وهو يتميز بشئ من المرونة, ومن ثم جاءت أحكامها"
khatt,c:\Users\riadh\Desktop\ocr\project\data\khatt\images\train_00532.png,"والعقد وأهل العلم . ومن ذلك مبدأ الشورى, لم تفصل"
khatt,c:\Users\riadh\Desktop\ocr\project\data\khatt\images\train_00533.png,"الشريعة كيفية ذلك وتحديده, بل تركته وفقاً للمصلحة العامة"
khatt,c:\Users\riadh\Desktop\ocr\project\data\khatt\images\train_00534.png,بعد وضع أطره العامة.
khatt,c:\Users\riadh\Desktop\ocr\project\data\khatt\images\train_00535.png,أننا لوتركنا إقامة الحدود الشرعية لما تزعمونه من القسوة لأوقعنا أنفسنا والمجتمع في
khatt,c:\Users\riadh\Desktop\ocr\project\data\khatt\images\train_00536.png,"قسوة أشد منها, فمن الرحمة بالمجتمع وبالمحدود أن نقيم الحد عليه,"
khatt,c:\Users\riadh\Desktop\ocr\project\data\khatt\images\train_00537.png,ولنضرب مثالاً يقرب المراد: ماقولكم في الطبيب الذي يجري عملية
khatt,c:\Users\riadh\Desktop\ocr\project\data\khatt\images\train_00538.png,"جراحية فيستأصل بمشرطه المرهف بضعة من جسم المريض ليعالجه,"
khatt,c:\Users\riadh\Desktop\ocr\project\data\khatt\images\train_00539.png,أليس في هذا مظهر من مظاهر القسوة؟
khatt,c:\Users\riadh\Desktop\ocr\project\data\khatt\images\train_00540.png,"وكذلك نقول في قسوة الحدود, فحرصًا على سلامة جسم المجتمع من الفساد والمرض"
khatt,c:\Users\riadh\Desktop\ocr\project\data\khatt\images\train_00541.png,"كان من الحزم والعقل القسوة على الجزء الفاسد منه, ليسلم باقي أعضاء المجتمع"
khatt,c:\Users\riadh\Desktop\ocr\project\data\khatt\images\train_00542.png,أن الإسلام قبل أن يحكم عليه بالحد قدم له من وسائل @ الوقاية ما كان يكفي لإبعاده
khatt,c:\Users\riadh\Desktop\ocr\project\data\khatt\images\train_00543.png,"عن الجريمة التي اقترفها لو كان له قلب حي وضمير,"
khatt,c:\Users\riadh\Desktop\ocr\project\data\khatt\images\train_00544.png,شكل الملتقى الذي نظمته الأكاديمية العربية للعلوم المالية والمصرفية بالتعاون
khatt,c:\Users\riadh\Desktop\ocr\project\data\khatt\images\train_00545.png,مع البنك الإسلامي للتنمية-جدة، والبنك الإسلامي الأردني للتمويل والاستثمار
khatt,c:\Users\riadh\Desktop\ocr\project\data\khatt\images\train_00546.png,لمناقشة تحديات العولمة للمصارف الإسلامية الذي عقد في عمان في الفترة من
khatt,c:\Users\riadh\Desktop\ocr\project\data\khatt\images\train_00547.png,ـ19 - 21 أيار/مايو الماضي مناسبة جيدة لعرض ومناقشة العديد من القضايا
khatt,c:\Users\riadh\Desktop\ocr\project\data\khatt\images\train_00548.png,والتحديات التي تطرحها العولمة ليس على  @ المصارف الإسلامية وحـ
khatt,c:\Users\riadh\Desktop\ocr\project\data\khatt\images\train_00549.png,وهو قريب من تعريف صندوق النقد الدولي للعولمة بأنها التعاون الاقتصادي المتنامي لمجموع دول العالم
khatt,c:\Users\riadh\Desktop\ocr\project\data\khatt\images\train_00550.png,والذي يحتمه ازدياد حجم التعامل بالسلع والخدمات وتنوعها عبر الحدود إضافة لتدفق رؤوس
khatt,c:\Users\riadh\Desktop\ocr\project\data\khatt\images\train_00551.png,محل إجماع المتحدثين ومقدمي أوراق العمل في المؤتمر هي أنه لابد من مواجهة الظاهرة
khatt,c:\Users\riadh\Desktop\ocr\project\data\khatt\images\train_00552.png,مستوياتها الاقتصادية والسياسية والثقافية والقضائية والاجتماعية،
khatt,c:\Users\riadh\Desktop\ocr\project\data\khatt\images\train_00553.png,وركزت العديد من أوراق العمل على تحليل الجوانب الإيجابية والسلبية للظاهرة بكافة مستوياتها الاقتصادية
khatt,c:\Users\riadh\Desktop\ocr\project\data\khatt\images\train_00554.png,والسياسية والثقافية والقضائية والاجتماعية، فعلى صعيد الإيجابيات فإن العولمة تعمل على جذب
khatt,c:\Users\riadh\Desktop\ocr\project\data\khatt\images\train_00555.png,في إطار بحث وتحليل ظاهرة العولمة لم يقدم المؤتمرون جديداً في تعريف
khatt,c:\Users\riadh\Desktop\ocr\project\data\khatt\images\train_00556.png,وتحليل الظاهرة لكن ربما كانت مساهمتهم فعالة في تقعيد التنمية
khatt,c:\Users\riadh\Desktop\ocr\project\data\khatt\images\train_00557.png,الاقتصادية من وجهة نظر إسلامية، مع تقديم عرض لأهم
khatt,c:\Users\riadh\Desktop\ocr\project\data\khatt\images\train_00558.png,العقبات التي تقف أمام تنمية البلدان الإسلامية هذا من جهة
khatt,c:\Users\riadh\Desktop\ocr\project\data\khatt\images\train_00559.png,، ومن جهة أخرى معالجة موضوع تحديات العولمة للمصارف الإسلامية،
khatt,c:\Users\riadh\Desktop\ocr\project\data\khatt\images\train_00560.png,فعلى صعيد التقعيد الإسلامي للتنمية،
khatt,c:\Users\riadh\Desktop\ocr\project\data\khatt\images\train_00561.png,شركة المستثمر الدولي بدولة الكويت بأن التنمية تكون إسلامية
khatt,c:\Users\riadh\Desktop\ocr\project\data\khatt\images\train_00562.png,إذا كانت أهدافها وأولوياتها شرعية، وسياساتها ووسائلها
khatt,c:\Users\riadh\Desktop\ocr\project\data\khatt\images\train_00563.png,مباحة، فأما الأهداف فحددها في ثلاثة كبرى وهي: كفالة حد
khatt,c:\Users\riadh\Desktop\ocr\project\data\khatt\images\train_00564.png,أدنى من المعيشة لكل فرد، تحقيق القوة والاستقلال الاقتصادي،
khatt,c:\Users\riadh\Desktop\ocr\project\data\khatt\images\train_00565.png,تخفيف التفاوت في الدخل والثروة بين الناس
khatt,c:\Users\riadh\Desktop\ocr\project\data\khatt\images\train_00566.png,وأما الأولويات الشرعية فهي: توفير أمن كل فرد على حياته وماله و
khatt,c:\Users\riadh\Desktop\ocr\project\data\khatt\images\train_00567.png,إعطاء أهمية أكبر للأمور المعيشية لحاجات الفقراء على الأغنياء والأضعف
khatt,c:\Users\riadh\Desktop\ocr\project\data\khatt\images\train_00568.png,على الأقوى، تقديم الضروريات والحاجيات على الكماليات في كل نفقة
khatt,c:\Users\riadh\Desktop\ocr\project\data\khatt\images\train_00569.png,ما على صعيد العقبات التي تقف أمام تنمية الدول الإسلامية والتي
khatt,c:\Users\riadh\Desktop\ocr\project\data\khatt\images\train_00570.png,عرض لها الباحث بشيء من التفصيل فيمكن اختصارها بالنقاط التالية:
khatt,c:\Users\riadh\Desktop\ocr\project\data\khatt\images\train_00571.png,ظم التربية والتعليم، إفساد نظام الحوافز، عدم الاستناد إلى معيار الكفاءة
khatt,c:\Users\riadh\Desktop\ocr\project\data\khatt\images\train_00572.png,في توظيف قوة العمل
khatt,c:\Users\riadh\Desktop\ocr\project\data\khatt\images\train_00573.png,اعتبر فيها أن مفهوم العولمة ليس جديداً بالمنظور الإسلامي
khatt,c:\Users\riadh\Desktop\ocr\project\data\khatt\images\train_00574.png,الشامل إذا كان المقصود بالعولمة الانفتاح العالمي بلا حدود
khatt,c:\Users\riadh\Desktop\ocr\project\data\khatt\images\train_00575.png,ودول إسلامية أخرى أقرت مبدأ التعايش المزدوج للنظام المصرفي الإسلامي\
khatt,c:\Users\riadh\Desktop\ocr\project\data\khatt\images\train_00576.png,وفي ظل هذا الوضع يمكن الحديث عن كيانات مصرفية إسلامية
khatt,c:\Users\riadh\Desktop\ocr\project\data\khatt\images\train_00577.png,تتباين في قوتها وضعفها من دولة لأخرى، ومع التأكيد على
khatt,c:\Users\riadh\Desktop\ocr\project\data\khatt\images\train_00578.png,أن القواعد المالية والأسس التي قام عليها النظام المصرفي الإسلامي
khatt,c:\Users\riadh\Desktop\ocr\project\data\khatt\images\train_00579.png,قد قطعت شوطاً بعيداً في تكريس هذا العمل علاوة على
khatt,c:\Users\riadh\Desktop\ocr\project\data\khatt\images\train_00580.png,أن العمل المصرفي الإسلامي أثبت حضوراً
khatt,c:\Users\riadh\Desktop\ocr\project\data\khatt\images\train_00581.png,ـ@ متميزاً سواء من خلال الوسائل
khatt,c:\Users\riadh\Desktop\ocr\project\data\khatt\images\train_00582.png,الاقتصادية
khatt,c:\Users\riadh\Desktop\ocr\project\data\khatt\images\train_00583.png,في ظل الوضع القائم لبنوك إسلامية عاملة فإنه مما لا فائدة منه بالأساس
khatt,c:\Users\riadh\Desktop\ocr\project\data\khatt\images\train_00584.png,وإذا كان أعظم إنجاز حققه الفكر الشرعي الإسلامي في القرن العشرين
khatt,c:\Users\riadh\Desktop\ocr\project\data\khatt\images\train_00585.png,هو المصرفية الإسلامية والمصارف الشاملة وما تقوم عليه من آلية متميزة
khatt,c:\Users\riadh\Desktop\ocr\project\data\khatt\images\train_00586.png,للعمل المصرفي (المالي والاستشاري)، كما جاء في الورقة
khatt,c:\Users\riadh\Desktop\ocr\project\data\khatt\images\train_00587.png,لأستاذ بكر ريحان المدير التنفيذي في البنك الإسلامي الأردني في الحد من
khatt,c:\Users\riadh\Desktop\ocr\project\data\khatt\images\train_00588.png,إدراك هذه المصارف للمشكلات والمعوقات التي @ تعترض طريقها كمصارف إسلامية
khatt,c:\Users\riadh\Desktop\ocr\project\data\khatt\images\train_00589.png,حديثة @ النشأة، سواء تلك المرتبطة بأعمالها وأنشطتها أو تلك المرتبطة
khatt,c:\Users\riadh\Desktop\ocr\project\data\khatt\images\train_00590.png,بالبيئة والأجواء المحيطة @ بها  وأورد@ الباحث مجموعة من التحديات
khatt,c:\Users\riadh\Desktop\ocr\project\data\khatt\images\train_00591.png,ـ@التي قد تؤثر على قدرة المصارف الإسلامية منها: عدم وجود معايير موحدة
khatt,c:\Users\riadh\Desktop\ocr\project\data\khatt\images\train_00592.png,لتحديد المنتجات والأدوات التمويلية، عدم قدرة المصارف الإسلامية على تطوير
khatt,c:\Users\riadh\Desktop\ocr\project\data\khatt\images\train_00593.png,المنتجات الرديفية لمنتجات @ البنوك التقليدية مثل منتجات الخزينة والتحوط
khatt,c:\Users\riadh\Desktop\ocr\project\data\khatt\images\train_00594.png,والسندات وغيرها، عدم استطاعة المصارف الإسلامية منافسة التقليدية في ق
khatt,c:\Users\riadh\Desktop\ocr\project\data\khatt\images\train_00595.png,قضية الأرباح، لأن أرباح المصارف الإسلامية حدية بطبيعتها وذلك لأسباب
khatt,c:\Users\riadh\Desktop\ocr\project\data\khatt\images\train_00596.png,عديدة، عدم @ جدوى توسع المصارف الإسلامية في @الفروع الآلية
khatt,c:\Users\riadh\Desktop\ocr\project\data\khatt\images\train_00597.png,نتيجة التنافس الذي @ ستوجده التجارة الإلكترونية  دور البنك لمواجهة العولمة
khatt,c:\Users\riadh\Desktop\ocr\project\data\khatt\images\train_00598.png,ورقة أخرها للدور الذي يمكن أن يلعبه البنك الإسلامي للتنمية
khatt,c:\Users\riadh\Desktop\ocr\project\data\khatt\images\train_00599.png,في مواجهة تحديات العولمة حيث قدم ثلاثة مقترحات في هذا المجال وهي:
khatt,c:\Users\riadh\Desktop\ocr\project\data\khatt\images\train_00600.png,أولاً: الإسهام الفعلي في تطوير التجارة البينية وزيادة تأهيل قدرة
khatt,c:\Users\riadh\Desktop\ocr\project\data\khatt\images\train_00601.png,وفي ختام هذا الاستعراض الموجز لأعمال الملتقى الإسلامي للبحث في تحديات العولمة
khatt,c:\Users\riadh\Desktop\ocr\project\data\khatt\images\train_00602.png,للبنوك الإسلامية يمكن القول: إن المصارف الإسلامية ذات خصوصية تميزها عن
khatt,c:\Users\riadh\Desktop\ocr\project\data\khatt\images\train_00603.png,باقي المصارف سواء لجهة العملاء أو لجهة الأدوات الاستثمارية، كما أن حصتها
khatt,c:\Users\riadh\Desktop\ocr\project\data\khatt\images\train_00604.png,التي تفرضها مفردات العولمة، كما أن الممارسات الخاطئة التي نتجت عن العولمة والمرتبطة
khatt,c:\Users\riadh\Desktop\ocr\project\data\khatt\images\train_00605.png,بعمليات غسيل الأموال وتجارة الممنوعات والاقتصاديات غير النظامية قد تدفع العالم
khatt,c:\Users\riadh\Desktop\ocr\project\data\khatt\images\train_00606.png,إلى محاربتها، لذلك فإن نجاح المصارف الإسلامية في ظل العولمة مرهون بتفهمها
khatt,c:\Users\riadh\Desktop\ocr\project\data\khatt\images\train_00607.png,لما يجري حولها والتعامل معه بتطوير أنظمتها وإدارتها، ومن خلال استراتيجية
khatt,c:\Users\riadh\Desktop\ocr\project\data\khatt\images\train_00608.png,إسلامية موحدة
khatt,c:\Users\riadh\Desktop\ocr\project\data\khatt\images\train_00609.png,"ولما تعلقت الإرادة الإلهية بجعل الإنسان في الأرض, خفيت حكمة خلق الإنسان على"
khatt,c:\Users\riadh\Desktop\ocr\project\data\khatt\images\train_00610.png,"ملائكته, المستغرقين في عبادته, المتمحضين لطاعته, الذين تجردت"
khatt,c:\Users\riadh\Desktop\ocr\project\data\khatt\images\train_00611.png,"طبيعتهم عن الشهوة الدافعة, وعن حب المعرفة الذي يمزق في سيره الفاتح حُجُب"
khatt,c:\Users\riadh\Desktop\ocr\project\data\khatt\images\train_00612.png,المجهول، فيجليه ويكشف خفاياه  وقد أودع الله هذه القوى في الإنسان، حتى
khatt,c:\Users\riadh\Desktop\ocr\project\data\khatt\images\train_00613.png,ينجح في المهمة التي أوكلها الله إليه
khatt,c:\Users\riadh\Desktop\ocr\project\data\khatt\images\train_00614.png,"كما اقتضت عنايته أن تعهده برسالاته المساعدة له على الجمع بين معرفته بربه,"
khatt,c:\Users\riadh\Desktop\ocr\project\data\khatt\images\train_00615.png,وبين شحذ قواه ومداركه ليكتشف مكنونات الكون وقوانينه وطبائع المخلوقات
khatt,c:\Users\riadh\Desktop\ocr\project\data\khatt\images\train_00616.png,فالإنسان جسم محسوس يأكل ويشرب، ويتعب وينام، وروح تتذوق المعاني والجمال،
khatt,c:\Users\riadh\Desktop\ocr\project\data\khatt\images\train_00617.png,كما أن الأرض والبحار والجبال والسجاب والأشجار والطيور والحيوانات و     إلخ،
khatt,c:\Users\riadh\Desktop\ocr\project\data\khatt\images\train_00618.png,كل هذه الأشياء هي عناصر العالم المحسوس
khatt,c:\Users\riadh\Desktop\ocr\project\data\khatt\images\train_00619.png,وتعبير الإنسان عن هذه المشاعر والإشارات التي ترسلها الكائنات، هو ما
khatt,c:\Users\riadh\Desktop\ocr\project\data\khatt\images\train_00620.png,يسمى بالفن، وهو موضوع بحثنا، حيث نستعرض في هذا البحث قضية
khatt,c:\Users\riadh\Desktop\ocr\project\data\khatt\images\train_00621.png,الفن في ميزان الإسلام ،وللفن ارتباط كبير بالجمال، فيصعب علينا أن نتصور الفن
khatt,c:\Users\riadh\Desktop\ocr\project\data\khatt\images\train_00622.png,بدون تصور الجمال، وكذلك يصعب علينا معرفة علاقة الدين بالفن، دون تصور الفن
khatt,c:\Users\riadh\Desktop\ocr\project\data\khatt\images\train_00623.png,نفسه
khatt,c:\Users\riadh\Desktop\ocr\project\data\khatt\images\train_00624.png,فطر الله النفس البشرية على حب كل جميل، والنفور من كل قبيح،
khatt,c:\Users\riadh\Desktop\ocr\project\data\khatt\images\train_00625.png,فللجمال شرف فاق كل شرف،  ألا ترى من شرف الجمال أن يدعيه من هو ليس
khatt,c:\Users\riadh\Desktop\ocr\project\data\khatt\images\train_00626.png,بأهله، كما أنه من حقارة القبح أن ينكره من هو أهله، وكما جعل الله ذلك
khatt,c:\Users\riadh\Desktop\ocr\project\data\khatt\images\train_00627.png,الشرف والميل للجمال أمراً طبيعيا في الفطرة السليمة، كذلك جعله أمرًا
khatt,c:\Users\riadh\Desktop\ocr\project\data\khatt\images\train_00628.png,محثوثًا
khatt,c:\Users\riadh\Desktop\ocr\project\data\khatt\images\train_00629.png,وشاءت قدرة المبدع  ـ سبحانه وتعالى ـ أن يجعل من الجمال _في شتى صوره _
khatt,c:\Users\riadh\Desktop\ocr\project\data\khatt\images\train_00630.png,مناط رضى وسعادة لدى الإنسان، واستساغة الجمال حقًا مشاعًا، وربما تختلف
khatt,c:\Users\riadh\Desktop\ocr\project\data\khatt\images\train_00631.png,والجمال بداهة لا يرتبط بالمظاهر الحسية وحدها، وهذه قضية هامة من وجهة النظر
khatt,c:\Users\riadh\Desktop\ocr\project\data\khatt\images\train_00632.png,من قوة مبدعة قادرة، خلقت فأحسنت،
khatt,c:\Users\riadh\Desktop\ocr\project\data\khatt\images\train_00633.png,وصنعت فخلبت الألباب والأبصار، وأثارت الفكر والتأمل، وفتحت أبواب الإيمان
khatt,c:\Users\riadh\Desktop\ocr\project\data\khatt\images\train_00634.png,وعلى ذلك فيجب التأكيد على وجوب اقتحام المبدعين الإسلاميين للمجالات المختلفة للفنون
khatt,c:\Users\riadh\Desktop\ocr\project\data\khatt\images\train_00635.png,بما في ذلك المجالات التي تم استحداثها في هذا العصر مثل السينما والتليفزيون  إن ما يستطيع
khatt,c:\Users\riadh\Desktop\ocr\project\data\khatt\images\train_00636.png,الفيلم أو المسلسل التليفزيوني تحقيقه يفوق الأثر الذي تستطيع تحقيقه آلاف الكتب والندوات والخطب
khatt,c:\Users\riadh\Desktop\ocr\project\data\khatt\images\train_00637.png,والإشكالية التي تُطرح هنا هي : هل يكون على المبدع
khatt,c:\Users\riadh\Desktop\ocr\project\data\khatt\images\train_00638.png,الإنسان والوجود في عمل إبداعي يرتب أكبر التأثير في ترسيخ هذه التصورات
khatt,c:\Users\riadh\Desktop\ocr\project\data\khatt\images\train_00639.png,وعلى ذلك فيجب التأكيد على وجوب اقتحام المبدعين الإسلاميين للمجالات
khatt,c:\Users\riadh\Desktop\ocr\project\data\khatt\images\train_00640.png,المختلفة للفنون بما في ذلك المجالات التي تم استحداثها في هذا
khatt,c:\Users\riadh\Desktop\ocr\project\data\khatt\images\train_00641.png,العصر مثل السينما والتليفزيون  إن ما يستطيع الفيلم أو المسلسل التليفزيوني
khatt,c:\Users\riadh\Desktop\ocr\project\data\khatt\images\train_00642.png,تحقيقه يفوق الأثر الذي تستطيع تحقيقه آلاف الكتب والندوات والخطب  والإشكالية التي تُطرح هنا هي
khatt,c:\Users\riadh\Desktop\ocr\project\data\khatt\images\train_00643.png,هل يكون على المبدع
khatt,c:\Users\riadh\Desktop\ocr\project\data\khatt\images\train_00644.png,ولم تكن علاقة الإسلام بالفن تقتصر على توصيفه الشرعي فحسب، بل كان هناك فن منسوب إليه
khatt,c:\Users\riadh\Desktop\ocr\project\data\khatt\images\train_00645.png,"عبر العصور، يسمى بالفن الإسلامي، فما هي ""الإسلامية"" التي يمكنها أن تحدد المنعوت - وهو الفن-"
khatt,c:\Users\riadh\Desktop\ocr\project\data\khatt\images\train_00646.png,وإن كانت كذلك فما هي تلك الفترة ؟ هل هي فترة ذروة الحضارة الإسلامية إبداعيًا؟
khatt,c:\Users\riadh\Desktop\ocr\project\data\khatt\images\train_00647.png,"أم هي فترة الفتوحات الواسعة؟ أم هي بعد ذلك؟ أم هل ""الإسلامية"" صفة مكانية، من ثم"
khatt,c:\Users\riadh\Desktop\ocr\project\data\khatt\images\train_00648.png,ما الفاعلية فهي صفة جديدة لم تكتسب مشروعية بعد، ولا أظنها تكتسبها  فالقول: إن الفنان المسلم
khatt,c:\Users\riadh\Desktop\ocr\project\data\khatt\images\train_00649.png,ينتج فنا إسلاميًا، هو قول أعرج يفترض أن الإسلام ملة توضع في خانة من خانات بطاقات الهوية، ومن
khatt,c:\Users\riadh\Desktop\ocr\project\data\khatt\images\train_00650.png,ولكن نتاجه الحضاري الجمالي من فن وصنعة هو إسلامي بلا مراء  كذلك ثمة إشكالية
khatt,c:\Users\riadh\Desktop\ocr\project\data\khatt\images\train_00651.png,أخرى تجعلنا لا نقبل الفاعلية كأساس تصنيفي، حيث إن الفن في الرؤية الإسلامية
khatt,c:\Users\riadh\Desktop\ocr\project\data\khatt\images\train_00652.png,المعرفية هو نتاج حياة، من ثم فالجميع متاح لهم كما أوضحنا أن يصيروا
khatt,c:\Users\riadh\Desktop\ocr\project\data\khatt\images\train_00653.png,فنانين بل هو فرض على كل منتج أن يتقن عمله
